Ticker,Weight,Score
APP,0.16061316296853184,1.9425798552298537
VST,0.12485810966897352,1.786175333667027
CEG,0.08930142688055803,1.5973667319295062
PLTR,0.05064613471995056,1.3222105084188684
AXON,0.04865639148718329,1.3046633669242387
CRWD,0.030244923587159127,1.1134464450481028
ANET,0.024400463157251466,1.0365363236471057
IBKR,0.0210134529748683,0.9861681602166567
NVDA,0.019196878535129892,0.956890056120308
NRG,0.017839639382403984,0.9337856440945683
NFLX,0.01742428181614129,0.9264815987446415
HOOD,0.01717022874836764,0.9219567100704934
EME,0.015778619844497643,0.8963442566683851
ORCL,0.014754271674243941,0.8765117878899291
WMB,0.014030191879441664,0.8619320689670324
EQT,0.013041106151175402,0.8411820159916203
HWM,0.011899616941936534,0.8158860286262214
COIN,0.011095879366176346,0.7970870339985783
PANW,0.009339281634458052,0.7525863317500742
PGR,0.009198496016764845,0.7487855313620462
FTNT,0.00916896324422701,0.7479833197395984
KMI,0.00863655925006432,0.7332162610983285
PWR,0.008417894091378662,0.7269752993434963
AVGO,0.007601801580080144,0.7026796004453316
GE,0.00751149212674118,0.69988589520921
EXE,0.007148476153314627,0.688424514118775
TRGP,0.00710997085842445,0.6871862209764288
ALL,0.006283952045393825,0.6594716390424885
MCK,0.005928064472902966,0.6467793445992347
CME,0.005406629727520267,0.6272308034091738
DASH,0.005142930330092026,0.6168629922266464
APH,0.004625209661666976,0.5954276212113716
GDDY,0.004602658022455629,0.59445831364903
ETR,0.004589094922687264,0.5938738231163039
PEG,0.004516979445664994,0.5907465680280656
ETN,0.0042440156604205215,0.5785987553384335
ACGL,0.004080459141171847,0.5710684672130288
CAH,0.0039877499532217555,0.566710346939168
COST,0.0038879315010273826,0.561941842021197
GL,0.0036813152504553293,0.5518056875000229
MSI,0.003654485822846238,0.5504618976265402
BSX,0.003607666989246719,0.5481010701264262
WRB,0.003558396980271635,0.5455944805208419
AJG,0.0035288497367934896,0.54408016195806
NOW,0.0035249560604188384,0.5438799785299073
TMUS,0.0034934803532863587,0.5422562972690717
META,0.0033757248873143666,0.5360938819841928
RSG,0.003309203204044041,0.5325490911628382
COR,0.00330599599736403,0.5323769906119166
PM,0.003299499967835931,0.5320280686075559
RTX,0.003172355464749332,0.5251045530267876
CBOE,0.003122233135427412,0.5223243573983989
WELL,0.0030488347573964947,0.5181988737556281
KR,0.002882296629075634,0.5085863818114348
MSFT,0.002862131627329763,0.5073975549026553
WM,0.002757804201273655,0.5011560513901405
WMT,0.002725199787474048,0.4991732276475309
DDOG,0.002684530164092568,0.4966776281832905
FICO,0.002680072611996997,0.49640257161861784
TPL,0.0026459903730400706,0.4942893528627656
OKE,0.002578179383677138,0.4900302379602868
NI,0.0024297274183853173,0.4804383727325592
APO,0.0023927567464827187,0.4779891284191916
BRO,0.00222515254414566,0.4665574180130867
SCHW,0.0021537085405325352,0.46150967780663904
JPM,0.001952383936480286,0.44665641697065206
TKO,0.0019214862449211173,0.44428767174034517
DLR,0.0018725319938126517,0.44048208664776856
TT,0.0018699281079520035,0.44027781828509865
LMT,0.001859300801044247,0.43944216057208896
TDG,0.001855277455745202,0.43912496169731197
AIZ,0.0018183658450850616,0.43619323350084
WTW,0.0018059321555466254,0.4351967526801894
HIG,0.0017400171767136176,0.4298362258735696
AEE,0.001735465332178683,0.42946108470061034
ORLY,0.0016899754374290394,0.42567547891607777
AFL,0.0016736476403549929,0.42430014384221104
AON,0.001532258305669722,0.41199868562174125
TRV,0.00152890325808519,0.4116977604448322
ISRG,0.0013910354209069194,0.39893110392535125
MMC,0.0013757864523322658,0.3974680083722228
TTWO,0.00135971956527156,0.39591469179443894
CDNS,0.0012573268786160816,0.385716220333449
ROL,0.0012164337259948082,0.381488385245748
MO,0.0011899088521874015,0.37869514232558976
INTU,0.0011408654294435545,0.37341919861663375
EXC,0.0011385619585841842,0.37316771122990217
L,0.0011274527685227916,0.3719500501559418
CTRA,0.0011130853225494674,0.37036333646063746
RJF,0.0011046975333778024,0.3694306839008954
NDAQ,0.0010845054969953736,0.36716596912630095
GOOGL,0.0010769062710649041,0.36630637008758576
GLW,0.0010712252646316177,0.36566110845706035
GOOG,0.0010643321184197424,0.36487509844821664
NEM,0.0010289782794315023,0.36078951254039193
CNP,0.0009944297747069921,0.35670555736197673
WDC,0.000968116255647216,0.35353113968530336
DUK,0.0009648679995437958,0.353135303471343
SRE,0.0009441617589013012,0.35059089891244166
EW,0.0009310152161144722,0.34895607399162654
T,0.0009148101638088124,0.3469195940402624
CB,0.0009100419946798503,0.34631580625649294
VRSK,0.0008985518098603499,0.34485210151551665
NOC,0.0008660713482574351,0.34064581641146396
PPL,0.0008463300408230074,0.3380376610048352
EVRG,0.0008455222288089501,0.3379300757848604
CINF,0.0008420339190714886,0.33746471068753325
IBM,0.0008415523036997304,0.3374003588899922
ATO,0.0008408558800610428,0.3373072617124698
ICE,0.0008334088942038053,0.3363085274743264
LYV,0.0008175692473147377,0.33416427495944806
LHX,0.0008137186523569885,0.3336388325519957
TSLA,0.0007852296555046748,0.3296988256043596
V,0.0007834700402751277,0.3294523682114984
CTAS,0.0007593798328951808,0.3260404787935817
ADP,0.0007566439568114096,0.32564845726402
JCI,0.000753269230546923,0.32516359147099905
MS,0.0007425298101156639,0.3236108943950208
AIG,0.0007164941744878258,0.3197835040668236
AZO,0.000711258053260223,0.31900260880366704
BKNG,0.0007043641650388051,0.3179686137146159
AMP,0.0007028822638606574,0.3177454673544885
EQIX,0.0006952455803309378,0.316590526224407
LLY,0.0006704254225388672,0.3127773726870459
