start,sharpe,expected_return,volatility,qubo_energy
1,2.047776323018088,0.6592572388044703,0.3219381098384968,-2.5212683315380366
2,1.6119038817703113,0.5588250536657915,0.34668633780573116,-1.8991039823836642
3,2.1143600681013575,0.6589109739074697,0.31163612283841285,-2.091767720674502
