start,sharpe,expected_return,volatility,qubo_energy
1,2.1987184693799424,0.7357922666892215,0.3346459662462931,-12.652893265894964
2,2.1987184693799424,0.7357922666892215,0.3346459662462931,-12.652893265894964
3,2.1678474817623714,0.7595008776933554,0.35034792995488423,-12.087948164526754
4,2.1987184693799424,0.7357922666892215,0.3346459662462931,-12.652893265894964
5,2.1987184693799424,0.7357922666892215,0.3346459662462931,-12.652893265894964
