Ticker,Weight,Score
APP,0.2548811192923277,2.3182274656855517
PLTR,0.07831995909436444,1.5643513778437157
VST,0.06894823254182375,1.4992861793162078
CEG,0.05528412626814021,1.3928691145262884
AXON,0.04388176106462288,1.2896489468795287
CRWD,0.03246597139265633,1.1664146318332531
HOOD,0.026444828906572185,1.089324016988065
IBKR,0.019707706158514346,0.9876176691461734
ANET,0.01909322940986519,0.97724462094865
COIN,0.018700645642257,0.9705003402780181
NFLX,0.01823985115675894,0.9624627314267599
NVDA,0.016167452175142365,0.9245364118010494
WMB,0.012503697970065803,0.8486389940546119
ORCL,0.012218953220144765,0.8421474909706574
EQT,0.011801493862557324,0.8324455192418697
PANW,0.010441645398117705,0.799158896421318
FTNT,0.010433987829971562,0.7989634894695858
NRG,0.009602105438107068,0.7771394969438614
HWM,0.009234726098840422,0.7670991437599662
PGR,0.00824273752513298,0.7385852812072845
AVGO,0.007594973277970046,0.7187076073239693
EME,0.007587162124625111,0.718461134610951
KMI,0.007371560986915386,0.7115902343863837
EXE,0.006594582585008499,0.6856554443766675
ALL,0.006376875873752419,0.678025685103506
GE,0.006285486709150306,0.6747710825002536
MCK,0.005875333244941088,0.6597625496456989
PWR,0.00566526927790008,0.651803984216248
CME,0.005552690984594588,0.6474575905104424
CAH,0.004570272746337732,0.6067701366110438
APH,0.004519174991768813,0.6045003331154087
TRGP,0.004452448136654602,0.6015103643015689
DASH,0.004307503024526725,0.594911031351691
ETR,0.0041931282203818395,0.589598277353794
PM,0.003979194463006016,0.5793956268363835
ACGL,0.003945317806551274,0.5777467208969052
TSLA,0.003847783322461005,0.5729460034148777
WELL,0.003846633554066671,0.572888929789452
NOW,0.003694895435852403,0.5652547352709584
COST,0.003583037532631947,0.5594920813242158
WRB,0.0035331410024783006,0.5568828135929854
MSFT,0.0035144199888583346,0.5558974883733467
PEG,0.003420952266200813,0.5509250204984395
GDDY,0.003397602299144482,0.5496686977146766
TMUS,0.0032155072094360243,0.5396679841300575
META,0.003173154264711179,0.537288098265844
RTX,0.0031646720660275943,0.5368089271886158
MSI,0.0031321676474789697,0.5349647399188157
CBOE,0.0030447348775597665,0.5299399402187703
COR,0.0030282401023788083,0.5289812280641194
AJG,0.002987796843607084,0.5266157531436385
BSX,0.0029196256644919093,0.52257971686154
KR,0.0028129861041483795,0.5161382210742744
WDC,0.0027927214177315644,0.5148958169539197
RSG,0.0027547651006170305,0.5125524917593833
ETN,0.00272699917170712,0.5108246275817726
FICO,0.002371987040624652,0.4876193475264108
NI,0.0022959887639901803,0.48235495536228645
DDOG,0.002265086860550372,0.4801811550760045
WMT,0.0022227529245966273,0.4771708317560402
TKO,0.002092168720767954,0.4676372091484069
GOOGL,0.0020689828426222064,0.46590330165382565
WM,0.0020578291876414646,0.4650645818406675
GOOG,0.002023760521623813,0.4624838072819248
GL,0.002001349621369239,0.46077030172425976
NEM,0.0019952489337052765,0.4603016385159915
LMT,0.001981639769171506,0.4592527105062678
SCHW,0.0019787224315758207,0.4590272317163884
TTWO,0.001973521965465693,0.45862474138804254
JPM,0.0019505220320347055,0.45683613134895334
AFL,0.0019315487538927641,0.45535004437133986
AIZ,0.001902777953828683,0.45307788237551966
BRO,0.0018849062833884666,0.45165492029344234
AEE,0.0018264859781780588,0.4469397062409306
TRV,0.0016718529256574757,0.433953153020101
OKE,0.0016499854206738617,0.43205283644040476
WTW,0.0016435186297651025,0.4314876489224224
HIG,0.0016235285351353312,0.4297311151984027
GLW,0.0015326971417209986,0.42156279397700963
ORLY,0.0014880617662634031,0.41743014729003075
DLR,0.00148049377129979,0.4167212878310602
APO,0.001446223642202826,0.4134807645854393
TPL,0.0014233721508446998,0.4112914169235292
L,0.0013626108715842533,0.4053536689321316
TT,0.0013417351907348569,0.40327295281311876
TDG,0.0013344365573828244,0.40254039530270935
AON,0.0013303748128097122,0.4021315640872894
SRE,0.001299321665505883,0.398978094431097
EXC,0.0012594198546996725,0.39485138914074497
ROL,0.0012493073450104053,0.3937917283476246
MO,0.0011697790986803483,0.3852518895196446
INTU,0.0011633608481774378,0.38454600718532206
CNP,0.0011498669468498507,0.3830534296540763
CDNS,0.0011318382289004117,0.3810409148605835
MMC,0.0010955508723679596,0.37692447741420704
NDAQ,0.0010681267412237679,0.3737527708735283
ISRG,0.0010407669603040605,0.3705339367714008
CB,0.0010329054897665942,0.36959863072355453
ATO,0.001019179496411796,0.36795416034621103
DUK,0.0010135926465121813,0.3672805883164273
EVRG,0.0010106973329732005,0.36693054414582177
T,0.0009952923639266135,0.36505674943587335
VTR,0.0009703179814514667,0.3619774516438513
CINF,0.0009607361220458652,0.3607820026599082
VRSK,0.000920482256095062,0.35567114422164087
EA,0.0009068070916052281,0.353901003678619
IBM,0.0008949146432505699,0.3523470960440891
PPL,0.0008719434771971332,0.3493061800754454
LHX,0.000866147714496811,0.34853051896406767
BK,0.0008512783195462292,0.34652455620825706
EG,0.0008272806724660506,0.3432372794955784
XEL,0.0008249496854912563,0.34291460212509106
NOC,0.0007777157607159621,0.3362408372755956
CTAS,0.0007570628904065593,0.3332377124555778
MS,0.0007569046455404841,0.33321449253005964
AMZN,0.0007537048629822632,0.33274427921920346
CRM,0.0007490846624736665,0.33206297923589
ICE,0.0006957871942695278,0.3239930062077421
V,0.0006940921580992098,0.32372969465045814
CTRA,0.0006810194711153879,0.32168440072406507
EW,0.0006792296576220978,0.321402343097615
ADP,0.0006788467060495945,0.3213419292303273
RJF,0.0006771477308303257,0.32107362709263454
LYV,0.0006684158553291052,0.31968756185322644
