risk_penalty,sharpe,expected_return,volatility,qubo_energy
2.0,2.1306490636670956,0.6969572663203726,0.32711030558961585,-5.364959521630509
2.5,2.174482379232848,0.6901634184914508,0.3173920492908012,-8.350749261842381
3.0,2.174482379232848,0.6901634184914508,0.3173920492908012,-10.52089911421086
3.5,2.174482379232848,0.6901634184914508,0.3173920492908012,-12.691048966579334
4.0,2.174482379232848,0.6901634184914508,0.3173920492908012,-14.86119881894781
