Method,Sharpe Ratio,Expected Return,Volatility,Time (s)
Markowitz,2.223672684200845,1.4120248380241756,0.634996709748061,1.0955843925476074
Classical QUBO,2.201146753979986,0.7577359478580123,0.3442459919984518,0.34251999855041504
QAOA,2.201146753979986,0.7577359478580123,0.3442459919984518,22.95246434211731
